transaction_id,amount,recovery_probability,retry_count,ai_decision,expected_recovery
TXN02485,499,91.0,3,STOP,454.09
TXN02486,799,18.0,0,STOP,143.82
TXN02487,199,95.0,1,RETRY,189.05
TXN02488,199,89.0,2,STOP,177.11
TXN02489,2499,69.0,2,STOP,1724.31
TXN02490,499,95.0,2,STOP,474.05
TXN02491,199,100.0,2,STOP,199.0
TXN02492,1499,79.0,1,RETRY,1184.21
TXN02493,499,84.0,0,RETRY,419.16
TXN02494,9999,91.0,3,STOP,9099.09
TXN02495,999,51.36666666666666,1,PAYMENT LINK,513.1529999999999
TXN02496,299,95.0,0,RETRY,284.05
TXN02497,2499,100.0,2,STOP,2499.0
TXN02498,499,23.0,0,STOP,114.77
TXN02499,9999,18.0,2,STOP,1799.82
TXN02500,9999,89.5,2,STOP,8949.105
TXN02501,999,83.0,1,RETRY,829.17
TXN02502,799,79.0,2,STOP,631.21
TXN02503,1499,32.0,0,STOP,479.68
TXN02504,499,14.000000000000002,2,STOP,69.86000000000001
TXN02505,299,24.0,0,STOP,71.76
TXN02506,1499,42.9,2,STOP,643.071
TXN02507,1999,27.0,1,STOP,539.73
TXN02508,999,28.999999999999996,3,STOP,289.71
TXN02509,9999,68.0,2,STOP,6799.32
TXN02510,9999,76.0,3,STOP,7599.24
TXN02511,999,87.0,2,STOP,869.13
TXN02512,2499,88.0,2,STOP,2199.12
TXN02513,499,16.0,2,STOP,79.84
TXN02514,2499,25.5,1,STOP,637.245
TXN02515,299,76.0,3,STOP,227.24
TXN02516,1999,65.0,2,STOP,1299.35
TXN02517,299,95.0,2,STOP,284.05
TXN02518,499,23.5,0,STOP,117.265
TXN02519,1499,100.0,0,RETRY,1499.0
TXN02520,1499,83.0,0,RETRY,1244.17
TXN02521,2499,80.0,3,STOP,1999.2
TXN02522,299,76.0,1,RETRY,227.24
TXN02523,4999,74.33333333333334,3,STOP,3715.9233333333336
TXN02524,999,94.0,0,RETRY,939.06
TXN02525,999,71.0,3,STOP,709.29
TXN02526,1999,78.0,1,RETRY,1559.22
TXN02527,2499,45.0,0,PAYMENT LINK,1124.55
TXN02528,799,35.0,3,STOP,279.65
TXN02529,299,98.0,1,RETRY,293.02
TXN02530,1999,83.0,0,RETRY,1659.17
TXN02531,1999,88.0,3,STOP,1759.12
TXN02532,299,22.0,1,STOP,65.78
TXN02533,499,14.000000000000002,2,STOP,69.86000000000001
TXN02534,9999,87.0,1,RETRY,8699.13
TXN02535,2499,13.0,3,STOP,324.87
TXN02536,9999,82.0,3,STOP,8199.18
TXN02537,9999,78.0,3,STOP,7799.22
TXN02538,999,81.0,1,RETRY,809.19
TXN02539,799,96.0,3,STOP,767.04
TXN02540,999,94.0,1,RETRY,939.06
TXN02541,9999,93.0,0,RETRY,9299.07
TXN02542,1999,28.850000000000005,3,STOP,576.7115000000001
TXN02543,999,23.1,2,STOP,230.769
TXN02544,2499,21.0,1,STOP,524.79
TXN02545,4999,12.0,0,STOP,599.88
TXN02546,9999,98.0,3,STOP,9799.02
TXN02547,1499,81.0,1,RETRY,1214.19
TXN02548,2499,93.0,2,STOP,2324.07
TXN02549,1499,73.0,3,STOP,1094.27
TXN02550,2499,83.0,0,RETRY,2074.17
TXN02551,1999,12.0,1,STOP,239.88
TXN02552,299,88.0,3,STOP,263.12
TXN02553,499,21.0,3,STOP,104.79
TXN02554,9999,85.0,2,STOP,8499.15
TXN02555,199,83.0,1,RETRY,165.17
TXN02556,1499,96.83333333333334,0,RETRY,1451.5316666666668
TXN02557,1999,94.0,1,RETRY,1879.06
TXN02558,999,92.0,0,RETRY,919.08
TXN02559,299,21.0,1,STOP,62.79
TXN02560,1499,13.0,2,STOP,194.87
TXN02561,999,92.0,1,RETRY,919.08
TXN02562,9999,26.916666666666668,2,STOP,2691.3975
TXN02563,9999,97.0,0,RETRY,9699.03
TXN02564,2499,85.0,3,STOP,2124.15
TXN02565,9999,75.0,2,STOP,7499.25
TXN02566,299,90.0,3,STOP,269.1
TXN02567,799,83.0,0,RETRY,663.17
TXN02568,799,12.0,2,STOP,95.88
TXN02569,299,19.0,1,STOP,56.81
TXN02570,999,84.0,1,RETRY,839.16
TXN02571,4999,39.0,3,STOP,1949.61
TXN02572,999,35.0,3,STOP,349.65
TXN02573,4999,88.0,0,RETRY,4399.12
TXN02574,4999,93.0,2,STOP,4649.07
TXN02575,199,82.0,1,RETRY,163.18
TXN02576,299,81.0,2,STOP,242.19
TXN02577,199,18.0,3,STOP,35.82
TXN02578,9999,84.0,0,RETRY,8399.16
TXN02579,999,98.0,1,RETRY,979.02
TXN02580,999,81.0,2,STOP,809.19
TXN02581,199,89.0,2,STOP,177.11
TXN02582,199,36.0,0,STOP,71.64
TXN02583,999,91.0,0,RETRY,909.09
TXN02584,2499,85.5,2,STOP,2136.645
TXN02585,799,45.0,0,PAYMENT LINK,359.55
TXN02586,1999,28.000000000000004,1,STOP,559.72
TXN02587,299,53.0,2,STOP,158.47
TXN02588,2499,78.0,2,STOP,1949.22
TXN02589,2499,21.0,1,STOP,524.79
TXN02590,1499,87.0,1,RETRY,1304.13
TXN02591,999,91.0,0,RETRY,909.09
TXN02592,1499,90.0,0,RETRY,1349.1
TXN02593,199,88.0,1,RETRY,175.12
TXN02594,299,85.0,1,RETRY,254.15
TXN02595,299,37.5,3,STOP,112.125
TXN02596,199,81.0,2,STOP,161.19
TXN02597,299,85.0,0,RETRY,254.15
TXN02598,199,19.0,3,STOP,37.81
TXN02599,499,21.0,3,STOP,104.79
TXN02600,799,93.0,0,RETRY,743.07
TXN02601,199,79.0,0,RETRY,157.21
TXN02602,999,28.333333333333332,1,STOP,283.05
TXN02603,1499,41.0,0,PAYMENT LINK,614.59
TXN02604,9999,26.0,1,STOP,2599.74
TXN02605,799,19.0,0,STOP,151.81
TXN02606,1499,95.0,0,RETRY,1424.05
TXN02607,9999,85.25,1,RETRY,8524.1475
TXN02608,199,89.0,0,RETRY,177.11
TXN02609,4999,97.0,1,RETRY,4849.03
TXN02610,499,50.0,2,STOP,249.5
TXN02611,4999,14.000000000000002,0,STOP,699.8600000000001
TXN02612,299,22.5,2,STOP,67.275
TXN02613,199,26.0,1,STOP,51.74
TXN02614,799,27.0,2,STOP,215.73
TXN02615,999,22.7,1,STOP,226.773
TXN02616,799,85.0,0,RETRY,679.15
TXN02617,4999,50.19999999999999,3,STOP,2509.497999999999
TXN02618,999,92.0,3,STOP,919.08
TXN02619,9999,11.0,2,STOP,1099.89
TXN02620,9999,85.0,1,RETRY,8499.15
TXN02621,799,88.0,1,RETRY,703.12
TXN02622,1499,94.0,1,RETRY,1409.06
TXN02623,9999,33.66666666666667,0,STOP,3366.3300000000004
TXN02624,1499,75.0,2,STOP,1124.25
TXN02625,2499,20.0,1,STOP,499.8
TXN02626,4999,13.0,2,STOP,649.87
TXN02627,2499,34.75,0,STOP,868.4025
TXN02628,2499,92.0,1,RETRY,2299.08
TXN02629,9999,80.0,0,RETRY,7999.2
TXN02630,2499,80.0,2,STOP,1999.2
TXN02631,799,90.0,0,RETRY,719.1
TXN02632,1499,88.0,3,STOP,1319.12
TXN02633,4999,33.0,0,STOP,1649.67
TXN02634,2499,60.0,1,PAYMENT LINK,1499.4
TXN02635,9999,75.5,2,STOP,7549.245
TXN02636,2499,80.0,0,RETRY,1999.2
TXN02637,9999,79.5,3,STOP,7949.205
TXN02638,199,11.0,1,STOP,21.89
TXN02639,799,23.0,1,STOP,183.77
TXN02640,9999,88.0,0,RETRY,8799.12
TXN02641,299,94.0,1,RETRY,281.06
TXN02642,1499,28.333333333333332,0,STOP,424.71666666666664
TXN02643,1499,93.0,0,RETRY,1394.07
TXN02644,199,85.0,1,RETRY,169.15
TXN02645,9999,76.5,1,RETRY,7649.235
TXN02646,1499,7.000000000000001,3,STOP,104.93000000000002
TXN02647,9999,15.666666666666664,1,STOP,1566.5099999999998
TXN02648,4999,92.0,1,RETRY,4599.08
TXN02649,9999,83.0,2,STOP,8299.17
TXN02650,999,82.0,0,RETRY,819.18
TXN02651,199,84.0,2,STOP,167.16
TXN02652,199,94.0,1,RETRY,187.06
TXN02653,1999,90.0,2,STOP,1799.1
TXN02654,2499,92.0,0,RETRY,2299.08
TXN02655,199,60.0,2,STOP,119.4
TXN02656,199,10.666666666666666,0,STOP,21.226666666666667
TXN02657,199,81.0,1,RETRY,161.19
TXN02658,299,68.0,3,STOP,203.32
TXN02659,1499,97.0,0,RETRY,1454.03
TXN02660,799,74.0,3,STOP,591.26
TXN02661,2499,91.0,0,RETRY,2274.09
TXN02662,799,17.5,1,STOP,139.825
TXN02663,199,57.99999999999999,2,STOP,115.41999999999999
TXN02664,199,30.0,2,STOP,59.7
TXN02665,199,68.0,0,PAYMENT LINK,135.32
TXN02666,999,93.0,0,RETRY,929.07
TXN02667,1999,98.0,0,RETRY,1959.02
TXN02668,499,99.0,2,STOP,494.01
TXN02669,1999,77.0,1,RETRY,1539.23
TXN02670,1499,59.0,3,STOP,884.41
TXN02671,1499,41.0,1,PAYMENT LINK,614.59
TXN02672,2499,77.0,0,RETRY,1924.23
TXN02673,1499,69.5,1,PAYMENT LINK,1041.805
TXN02674,299,9.0,3,STOP,26.91
TXN02675,499,91.0,1,RETRY,454.09
TXN02676,9999,92.0,0,RETRY,9199.08
TXN02677,199,16.0,2,STOP,31.84
TXN02678,1999,99.0,0,RETRY,1979.01
TXN02679,4999,90.0,1,RETRY,4499.1
TXN02680,199,85.0,2,STOP,169.15
TXN02681,199,66.0,2,STOP,131.34
TXN02682,2499,27.0,1,STOP,674.73
TXN02683,1999,22.0,0,STOP,439.78
TXN02684,799,61.0,2,STOP,487.39
TXN02685,9999,22.0,1,STOP,2199.78
TXN02686,9999,78.0,1,RETRY,7799.22
TXN02687,9999,57.99999999999999,1,PAYMENT LINK,5799.419999999999
TXN02688,799,13.0,3,STOP,103.87
TXN02689,4999,72.0,1,PAYMENT LINK,3599.28
TXN02690,799,41.0,3,STOP,327.59
TXN02691,1999,100.0,0,RETRY,1999.0
TXN02692,2499,89.0,2,STOP,2224.11
TXN02693,4999,93.0,1,RETRY,4649.07
TXN02694,1499,68.0,2,STOP,1019.32
TXN02695,299,82.6,2,STOP,246.974
TXN02696,999,84.0,3,STOP,839.16
TXN02697,2499,83.0,3,STOP,2074.17
TXN02698,9999,86.0,3,STOP,8599.14
TXN02699,2499,84.74999999999999,1,RETRY,2117.9024999999997
TXN02700,2499,8.0,3,STOP,199.92
TXN02701,1999,18.142857142857142,2,STOP,362.67571428571426
TXN02702,2499,86.75,3,STOP,2167.8825
TXN02703,999,33.0,2,STOP,329.67
TXN02704,2499,19.0,2,STOP,474.81
TXN02705,4999,90.0,0,RETRY,4499.1
TXN02706,2499,13.0,2,STOP,324.87
TXN02707,4999,83.4,3,STOP,4169.166
TXN02708,799,61.0,0,PAYMENT LINK,487.39
TXN02709,499,15.0,2,STOP,74.85
TXN02710,9999,86.0,2,STOP,8599.14
TXN02711,799,21.0,3,STOP,167.79
TXN02712,199,15.0,2,STOP,29.85
TXN02713,999,75.0,0,RETRY,749.25
TXN02714,799,82.0,3,STOP,655.18
TXN02715,1499,13.0,1,STOP,194.87
TXN02716,4999,81.25,3,STOP,4061.6875
TXN02717,1999,96.0,1,RETRY,1919.04
TXN02718,199,9.0,1,STOP,17.91
TXN02719,999,14.000000000000002,2,STOP,139.86
TXN02720,799,9.0,3,STOP,71.91
TXN02721,199,97.0,2,STOP,193.03
TXN02722,9999,28.333333333333332,3,STOP,2833.05
TXN02723,499,70.0,1,PAYMENT LINK,349.3
TXN02724,799,9.0,3,STOP,71.91
TXN02725,1499,83.0,0,RETRY,1244.17
TXN02726,9999,68.0,3,STOP,6799.32
TXN02727,299,83.0,2,STOP,248.17
TXN02728,1499,47.0,1,PAYMENT LINK,704.53
TXN02729,799,87.0,3,STOP,695.13
TXN02730,799,16.0,3,STOP,127.84
TXN02731,299,99.0,0,RETRY,296.01
TXN02732,499,93.0,0,RETRY,464.07
TXN02733,499,72.0,1,PAYMENT LINK,359.28
TXN02734,499,77.0,1,RETRY,384.23
TXN02735,199,26.0,2,STOP,51.74
TXN02736,9999,88.0,1,RETRY,8799.12
TXN02737,199,91.0,0,RETRY,181.09
TXN02738,1499,23.0,1,STOP,344.77
TXN02739,9999,86.0,2,STOP,8599.14
TXN02740,1499,33.0,1,STOP,494.67
TXN02741,1999,25.0,2,STOP,499.75
TXN02742,999,95.0,0,RETRY,949.05
TXN02743,1999,22.0,0,STOP,439.78
TXN02744,999,75.0,1,RETRY,749.25
TXN02745,999,89.16666666666667,0,RETRY,890.775
TXN02746,299,25.0,2,STOP,74.75
TXN02747,1999,39.0,1,STOP,779.61
TXN02748,2499,95.0,2,STOP,2374.05
TXN02749,999,28.000000000000004,2,STOP,279.72
TXN02750,799,12.0,2,STOP,95.88
TXN02751,9999,56.00000000000001,1,PAYMENT LINK,5599.440000000001
TXN02752,2499,99.0,0,RETRY,2474.01
TXN02753,999,68.0,2,STOP,679.32
TXN02754,9999,91.0,0,RETRY,9099.09
TXN02755,9999,61.0,0,PAYMENT LINK,6099.39
TXN02756,499,37.0,3,STOP,184.63
TXN02757,1499,75.0,2,STOP,1124.25
TXN02758,999,11.0,0,STOP,109.89
TXN02759,9999,20.0,2,STOP,1999.8
TXN02760,299,17.0,3,STOP,50.83
TXN02761,199,92.0,2,STOP,183.08
TXN02762,1499,99.0,0,RETRY,1484.01
TXN02763,499,83.66666666666666,1,RETRY,417.49666666666667
TXN02764,199,82.0,3,STOP,163.18
TXN02765,999,32.66666666666667,0,STOP,326.34000000000003
TXN02766,999,70.0,3,STOP,699.3
TXN02767,1999,96.0,3,STOP,1919.04
TXN02768,1499,96.0,2,STOP,1439.04
TXN02769,499,89.0,2,STOP,444.11
TXN02770,1999,92.0,0,RETRY,1839.08
TXN02771,799,24.0,2,STOP,191.76
TXN02772,4999,79.0,1,RETRY,3949.21
TXN02773,1999,91.0,3,STOP,1819.09
TXN02774,999,43.0,0,PAYMENT LINK,429.57
TXN02775,9999,90.0,2,STOP,8999.1
TXN02776,499,42.0,0,PAYMENT LINK,209.58
TXN02777,799,86.0,0,RETRY,687.14
TXN02778,199,98.0,0,RETRY,195.02
TXN02779,2499,52.0,0,PAYMENT LINK,1299.48
TXN02780,1999,88.0,2,STOP,1759.12
TXN02781,1499,96.0,1,RETRY,1439.04
TXN02782,2499,16.0,0,STOP,399.84
TXN02783,499,23.0,2,STOP,114.77
TXN02784,299,14.000000000000002,1,STOP,41.86000000000001
TXN02785,9999,83.0,1,RETRY,8299.17
TXN02786,9999,16.0,2,STOP,1599.84
TXN02787,2499,80.0,2,STOP,1999.2
TXN02788,1999,19.0,2,STOP,379.81
TXN02789,799,88.0,0,RETRY,703.12
TXN02790,9999,91.0,0,RETRY,9099.09
TXN02791,1499,75.0,2,STOP,1124.25
TXN02792,199,87.0,1,RETRY,173.13
TXN02793,499,57.99999999999999,0,PAYMENT LINK,289.41999999999996
TXN02794,1499,79.0,3,STOP,1184.21
TXN02795,499,44.0,2,STOP,219.56
TXN02796,499,84.0,1,RETRY,419.16
TXN02797,499,57.99999999999999,2,STOP,289.41999999999996
TXN02798,499,88.0,3,STOP,439.12
TXN02799,999,80.0,0,RETRY,799.2
TXN02800,9999,94.0,0,RETRY,9399.06
TXN02801,799,91.0,0,RETRY,727.09
TXN02802,9999,24.0,3,STOP,2399.76
TXN02803,9999,93.0,0,RETRY,9299.07
TXN02804,299,22.0,1,STOP,65.78
TXN02805,1499,69.0,2,STOP,1034.31
TXN02806,799,17.0,2,STOP,135.83
TXN02807,199,94.0,2,STOP,187.06
TXN02808,1499,96.0,0,RETRY,1439.04
TXN02809,4999,28.000000000000004,2,STOP,1399.7200000000003
TXN02810,999,44.0,2,STOP,439.56
TXN02811,1499,28.000000000000004,1,STOP,419.7200000000001
TXN02812,1999,81.0,3,STOP,1619.19
TXN02813,4999,15.666666666666664,3,STOP,783.1766666666666
TXN02814,999,86.0,1,RETRY,859.14
TXN02815,4999,33.0,3,STOP,1649.67
TXN02816,299,84.0,1,RETRY,251.16
TXN02817,1999,99.5,0,RETRY,1989.005
TXN02818,999,53.0,3,STOP,529.47
TXN02819,499,91.33333333333333,2,STOP,455.7533333333333
TXN02820,799,69.0,1,PAYMENT LINK,551.31
TXN02821,499,97.0,0,RETRY,484.03
TXN02822,9999,83.0,0,RETRY,8299.17
TXN02823,9999,27.0,2,STOP,2699.73
TXN02824,299,13.0,2,STOP,38.87
TXN02825,1499,19.0,1,STOP,284.81
TXN02826,199,99.0,0,RETRY,197.01
TXN02827,1999,27.0,2,STOP,539.73
TXN02828,9999,22.0,1,STOP,2199.78
TXN02829,499,86.0,1,RETRY,429.14
TXN02830,9999,66.0,0,PAYMENT LINK,6599.34
TXN02831,499,99.0,3,STOP,494.01
TXN02832,4999,20.0,0,STOP,999.8
TXN02833,499,15.0,1,STOP,74.85
TXN02834,799,84.0,3,STOP,671.16
TXN02835,499,92.0,0,RETRY,459.08
TXN02836,2499,15.333333333333332,0,STOP,383.18
TXN02837,2499,47.33333333333333,2,STOP,1182.86
TXN02838,4999,78.0,1,RETRY,3899.22
TXN02839,799,24.0,0,STOP,191.76
TXN02840,199,90.0,3,STOP,179.1
TXN02841,799,83.0,0,RETRY,663.17
TXN02842,4999,25.0,2,STOP,1249.75
TXN02843,799,95.0,2,STOP,759.05
TXN02844,999,66.0,1,PAYMENT LINK,659.34
TXN02845,9999,99.0,1,RETRY,9899.01
TXN02846,2499,81.0,2,STOP,2024.19
TXN02847,2499,64.0,0,PAYMENT LINK,1599.36
TXN02848,799,41.0,1,PAYMENT LINK,327.59
TXN02849,2499,95.0,3,STOP,2374.05
TXN02850,1999,19.0,3,STOP,379.81
TXN02851,499,96.0,0,RETRY,479.04
TXN02852,799,89.0,3,STOP,711.11
TXN02853,2499,22.0,1,STOP,549.78
TXN02854,999,82.0,0,RETRY,819.18
TXN02855,1499,21.0,1,STOP,314.79
TXN02856,799,18.0,0,STOP,143.82
TXN02857,199,81.0,3,STOP,161.19
TXN02858,299,30.0,1,STOP,89.7
TXN02859,799,11.0,3,STOP,87.89
TXN02860,9999,15.0,3,STOP,1499.85
TXN02861,9999,51.0,2,STOP,5099.49
TXN02862,799,16.9,2,STOP,135.03099999999998
TXN02863,9999,25.0,3,STOP,2499.75
TXN02864,1499,20.0,2,STOP,299.8
TXN02865,199,9.0,3,STOP,17.91
TXN02866,799,86.0,0,RETRY,687.14
TXN02867,799,76.0,1,RETRY,607.24
TXN02868,1499,78.91666666666667,1,RETRY,1182.9608333333335
TXN02869,299,75.0,1,RETRY,224.25
TXN02870,999,97.0,1,RETRY,969.03
TXN02871,9999,85.0,3,STOP,8499.15
TXN02872,299,85.0,3,STOP,254.15
TXN02873,299,84.0,3,STOP,251.16
TXN02874,9999,84.66666666666667,0,RETRY,8465.82
TXN02875,1499,76.0,1,RETRY,1139.24
TXN02876,499,87.0,0,RETRY,434.13
TXN02877,799,48.0,1,PAYMENT LINK,383.52
TXN02878,799,87.0,1,RETRY,695.13
TXN02879,1999,90.0,2,STOP,1799.1
TXN02880,2499,80.0,3,STOP,1999.2
TXN02881,9999,86.0,3,STOP,8599.14
TXN02882,9999,22.0,0,STOP,2199.78
TXN02883,499,56.00000000000001,2,STOP,279.44000000000005
TXN02884,1999,18.0,0,STOP,359.82
TXN02885,499,8.0,0,STOP,39.92
TXN02886,199,96.0,3,STOP,191.04
TXN02887,2499,52.666666666666664,3,STOP,1316.14
TXN02888,1499,82.0,2,STOP,1229.18
TXN02889,299,11.0,1,STOP,32.89
TXN02890,799,5.0,3,STOP,39.95
TXN02891,199,96.33333333333334,0,RETRY,191.70333333333335
TXN02892,4999,88.25,3,STOP,4411.6175
TXN02893,299,91.0,0,RETRY,272.09
TXN02894,199,89.0,0,RETRY,177.11
TXN02895,9999,71.0,1,PAYMENT LINK,7099.29
TXN02896,199,94.0,1,RETRY,187.06
TXN02897,9999,100.0,0,RETRY,9999.0
TXN02898,499,86.0,2,STOP,429.14
TXN02899,4999,72.0,0,PAYMENT LINK,3599.28
TXN02900,799,83.0,1,RETRY,663.17
TXN02901,9999,89.0,2,STOP,8899.11
TXN02902,299,30.0,1,STOP,89.7
TXN02903,4999,97.0,3,STOP,4849.03
TXN02904,4999,87.0,2,STOP,4349.13
TXN02905,299,11.0,0,STOP,32.89
TXN02906,799,48.5,1,PAYMENT LINK,387.515
TXN02907,9999,87.25,1,RETRY,8724.1275
TXN02908,499,32.0,2,STOP,159.68
TXN02909,499,94.0,3,STOP,469.06
TXN02910,199,96.0,0,RETRY,191.04
TXN02911,2499,96.0,0,RETRY,2399.04
TXN02912,1999,19.0,3,STOP,379.81
TXN02913,199,93.0,3,STOP,185.07
TXN02914,4999,16.0,2,STOP,799.84
TXN02915,1499,75.0,0,RETRY,1124.25
TXN02916,299,9.0,3,STOP,26.91
TXN02917,199,96.0,2,STOP,191.04
TXN02918,2499,90.0,1,RETRY,2249.1
TXN02919,1999,84.0,3,STOP,1679.16
TXN02920,2499,71.0,0,PAYMENT LINK,1774.29
TXN02921,2499,31.0,1,STOP,774.69
TXN02922,299,82.0,3,STOP,245.18
TXN02923,299,53.0,3,STOP,158.47
TXN02924,799,86.0,1,RETRY,687.14
TXN02925,799,70.06666666666666,2,STOP,559.8326666666667
TXN02926,1999,63.0,1,PAYMENT LINK,1259.37
TXN02927,299,85.0,2,STOP,254.15
TXN02928,799,81.0,1,RETRY,647.19
TXN02929,9999,91.0,2,STOP,9099.09
TXN02930,1999,57.99999999999999,2,STOP,1159.4199999999998
TXN02931,2499,80.0,3,STOP,1999.2
TXN02932,499,85.0,1,RETRY,424.15
TXN02933,4999,34.0,3,STOP,1699.66
TXN02934,299,10.0,1,STOP,29.9
TXN02935,4999,49.25,3,STOP,2462.0075
TXN02936,999,93.0,1,RETRY,929.07
TXN02937,199,77.0,1,RETRY,153.23
TXN02938,9999,24.0,3,STOP,2399.76
TXN02939,199,5.0,3,STOP,9.95
TXN02940,4999,71.58333333333333,2,STOP,3578.4508333333333
TXN02941,499,61.0,3,STOP,304.39
TXN02942,4999,33.883333333333326,1,STOP,1693.827833333333
TXN02943,499,30.0,2,STOP,149.7
TXN02944,299,28.999999999999996,3,STOP,86.70999999999998
TXN02945,2499,40.0,0,PAYMENT LINK,999.6
TXN02946,499,88.0,2,STOP,439.12
TXN02947,1999,22.5,1,STOP,449.775
TXN02948,799,72.0,2,STOP,575.28
TXN02949,199,68.0,1,PAYMENT LINK,135.32
TXN02950,999,90.0,2,STOP,899.1
TXN02951,2499,91.0,3,STOP,2274.09
TXN02952,4999,26.0,2,STOP,1299.74
TXN02953,1999,79.0,0,RETRY,1579.21
TXN02954,9999,86.0,1,RETRY,8599.14
TXN02955,999,78.0,2,STOP,779.22
TXN02956,199,83.0,0,RETRY,165.17
TXN02957,1999,14.000000000000002,1,STOP,279.86
TXN02958,799,86.0,2,STOP,687.14
TXN02959,499,71.0,2,STOP,354.29
TXN02960,4999,98.0,0,RETRY,4899.02
TXN02961,299,95.0,1,RETRY,284.05
TXN02962,499,11.0,1,STOP,54.89
TXN02963,1999,56.99999999999999,0,PAYMENT LINK,1139.4299999999998
TXN02964,999,76.0,2,STOP,759.24
TXN02965,9999,65.0,3,STOP,6499.35
TXN02966,9999,84.0,0,RETRY,8399.16
TXN02967,9999,76.0,1,RETRY,7599.24
TXN02968,999,36.0,2,STOP,359.64
TXN02969,499,88.0,3,STOP,439.12
TXN02970,999,83.0,0,RETRY,829.17
TXN02971,199,89.0,0,RETRY,177.11
TXN02972,499,99.0,1,RETRY,494.01
TXN02973,799,95.5,0,RETRY,763.045
TXN02974,2499,20.0,1,STOP,499.8
TXN02975,299,24.0,1,STOP,71.76
TXN02976,999,24.0,1,STOP,239.76
TXN02977,299,97.0,2,STOP,290.03
TXN02978,199,75.0,3,STOP,149.25
TXN02979,999,13.0,2,STOP,129.87
TXN02980,999,14.000000000000002,1,STOP,139.86
TXN02981,9999,15.0,0,STOP,1499.85
TXN02982,1499,95.0,0,RETRY,1424.05
TXN02983,199,27.0,1,STOP,53.73
TXN02984,2499,27.0,2,STOP,674.73
TXN02985,9999,41.0,0,PAYMENT LINK,4099.59
TXN02986,2499,92.0,1,RETRY,2299.08
TXN02987,4999,28.999999999999996,3,STOP,1449.7099999999998
TXN02988,1999,83.0,0,RETRY,1659.17
TXN02989,1999,42.0,0,PAYMENT LINK,839.58
TXN02990,499,84.0,0,RETRY,419.16
TXN02991,1999,53.69999999999999,3,STOP,1073.4629999999997
TXN02992,9999,96.0,0,RETRY,9599.04
TXN02993,4999,91.0,1,RETRY,4549.09
TXN02994,1499,81.0,1,RETRY,1214.19
TXN02995,4999,76.0,2,STOP,3799.24
TXN02996,199,31.0,0,STOP,61.69
TXN02997,999,25.0,0,STOP,249.75
TXN02998,1499,62.0,1,PAYMENT LINK,929.38
TXN02999,1499,94.0,2,STOP,1409.06
TXN03000,1999,87.0,1,RETRY,1739.13
TXN03001,299,78.0,2,STOP,233.22
TXN03002,4999,47.0,1,PAYMENT LINK,2349.53
TXN03003,1499,52.0,3,STOP,779.48
TXN03004,299,33.0,0,STOP,98.67
TXN03005,2499,89.0,1,RETRY,2224.11
TXN03006,1999,13.0,3,STOP,259.87
TXN03007,499,33.0,2,STOP,164.67
TXN03008,9999,75.0,3,STOP,7499.25
TXN03009,1999,73.0,2,STOP,1459.27
TXN03010,999,88.0,2,STOP,879.12
TXN03011,299,23.0,3,STOP,68.77
TXN03012,999,92.0,1,RETRY,919.08
TXN03013,1999,68.0,3,STOP,1359.32
TXN03014,199,80.0,0,RETRY,159.2
TXN03015,9999,30.5,3,STOP,3049.695
TXN03016,9999,74.0,1,PAYMENT LINK,7399.26
TXN03017,9999,89.0,0,RETRY,8899.11
TXN03018,299,13.0,3,STOP,38.87
TXN03019,1499,55.00000000000001,2,STOP,824.4500000000002
TXN03020,999,21.333333333333336,2,STOP,213.12000000000003
TXN03021,199,17.0,2,STOP,33.83
TXN03022,199,84.0,0,RETRY,167.16
TXN03023,499,63.0,3,STOP,314.37
TXN03024,2499,88.0,1,RETRY,2199.12
TXN03025,1999,85.0,1,RETRY,1699.15
TXN03026,1499,16.0,0,STOP,239.84
TXN03027,499,39.0,0,STOP,194.61
TXN03028,999,81.0,0,RETRY,809.19
TXN03029,9999,92.25,1,RETRY,9224.0775
TXN03030,9999,21.0,3,STOP,2099.79
TXN03031,499,25.0,1,STOP,124.75
TXN03032,1999,20.0,1,STOP,399.8
TXN03033,499,75.0,0,RETRY,374.25
TXN03034,499,90.0,1,RETRY,449.1
TXN03035,799,92.0,2,STOP,735.08
TXN03036,999,82.0,2,STOP,819.18
TXN03037,499,70.75,2,STOP,353.0425
TXN03038,4999,84.0,2,STOP,4199.16
TXN03039,999,86.0,0,RETRY,859.14
TXN03040,4999,87.0,0,RETRY,4349.13
TXN03041,499,55.00000000000001,0,PAYMENT LINK,274.45000000000005
TXN03042,499,75.0,1,RETRY,374.25
TXN03043,9999,78.0,3,STOP,7799.22
TXN03044,4999,66.0,2,STOP,3299.34
TXN03045,299,98.0,0,RETRY,293.02
TXN03046,2499,96.0,3,STOP,2399.04
TXN03047,1499,80.0,2,STOP,1199.2
TXN03048,999,97.0,0,RETRY,969.03
TXN03049,4999,80.0,3,STOP,3999.2
TXN03050,499,86.0,3,STOP,429.14
TXN03051,9999,22.0,3,STOP,2199.78
TXN03052,4999,16.0,2,STOP,799.84
TXN03053,1499,19.0,2,STOP,284.81
TXN03054,1999,64.0,1,PAYMENT LINK,1279.36
TXN03055,1499,92.0,3,STOP,1379.08
TXN03056,999,35.0,1,STOP,349.65
TXN03057,4999,92.0,2,STOP,4599.08
TXN03058,4999,23.0,1,STOP,1149.77
