transaction_id,customer_id,amount,payment_method,failure_reason,previous_transactions,previous_failures,retry_count,customer_type,payment_status,recovered
TXN02445,CUST0570,799,UPI,Bank Timeout,21,0,2,Loyal,Recovered,Yes
TXN02446,CUST0925,499,Wallet,Card Declined,14,3,0,Regular,Recovered,Yes
TXN02447,CUST0549,499,UPI,Network Error,11,5,0,Regular,Recovered,Yes
TXN02448,CUST0617,799,Wallet,Authentication Failed,25,3,1,Loyal,Recovered,Yes
TXN02449,CUST0808,799,Card,Insufficient Balance,14,5,2,Regular,Failed,No
TXN02450,CUST0758,1499,NetBanking,Insufficient Balance,27,5,1,Loyal,Recovered,Yes
TXN02451,CUST0031,1499,Card,Insufficient Balance,17,2,1,Loyal,Failed,No
TXN02452,CUST0348,2499,NetBanking,Authentication Failed,12,2,0,Regular,Recovered,Yes
TXN02453,CUST0972,9999,NetBanking,Bank Timeout,26,0,1,Loyal,Recovered,Yes
TXN02454,CUST0411,499,Wallet,Authentication Failed,4,4,2,New,Failed,No
TXN02455,CUST0581,1499,Card,Bank Timeout,2,0,1,New,Failed,No
TXN02456,CUST0381,199,UPI,Card Declined,11,2,1,Regular,Recovered,Yes
TXN02457,CUST0781,1999,Wallet,Network Error,20,5,2,Loyal,Failed,No
TXN02458,CUST0940,199,Wallet,Authentication Failed,16,0,1,Loyal,Recovered,Yes
TXN02459,CUST0609,1999,Wallet,Insufficient Balance,25,1,0,Loyal,Recovered,Yes
TXN02460,CUST0048,799,Card,Card Declined,14,4,2,Regular,Recovered,Yes
TXN02461,CUST0942,9999,UPI,Card Declined,27,0,1,Loyal,Recovered,Yes
TXN02462,CUST0378,9999,NetBanking,Insufficient Balance,17,1,3,Loyal,Failed,No
TXN02463,CUST0979,2499,Wallet,Bank Timeout,10,3,3,Regular,Recovered,Yes
TXN02464,CUST0278,4999,NetBanking,Authentication Failed,2,1,0,New,Recovered,Yes
TXN02465,CUST0659,299,NetBanking,Insufficient Balance,4,4,0,New,Failed,No
TXN02466,CUST0807,1999,Wallet,Authentication Failed,21,2,2,Loyal,Recovered,Yes
TXN02467,CUST0299,499,Wallet,Bank Timeout,25,2,3,Loyal,Recovered,Yes
TXN02468,CUST0361,299,UPI,Network Error,21,4,3,Loyal,Failed,No
TXN02469,CUST0522,4999,Card,Bank Timeout,11,4,0,Regular,Recovered,Yes
TXN02470,CUST0065,299,NetBanking,Authentication Failed,29,1,0,Loyal,Failed,No
TXN02471,CUST0709,299,UPI,Insufficient Balance,20,5,2,Loyal,Recovered,Yes
TXN02472,CUST0312,799,NetBanking,Insufficient Balance,28,2,3,Loyal,Recovered,Yes
TXN02473,CUST0567,4999,Card,Insufficient Balance,25,4,0,Loyal,Recovered,Yes
TXN02474,CUST0205,199,Wallet,Network Error,3,2,3,New,Recovered,Yes
TXN02475,CUST0108,199,NetBanking,Authentication Failed,28,4,0,Loyal,Recovered,Yes
TXN02476,CUST0681,4999,Card,Network Error,22,2,2,Loyal,Failed,No
TXN02477,CUST0304,1499,Wallet,Bank Timeout,3,4,0,New,Recovered,Yes
TXN02478,CUST0166,1499,Wallet,Insufficient Balance,17,5,2,Loyal,Failed,No
TXN02479,CUST0732,1999,NetBanking,Card Declined,25,1,2,Loyal,Recovered,Yes
TXN02480,CUST0137,499,Card,Card Declined,24,0,2,Loyal,Recovered,Yes
TXN02481,CUST0816,199,Wallet,Bank Timeout,29,4,2,Loyal,Recovered,Yes
TXN02482,CUST0198,9999,Wallet,Card Declined,24,3,1,Loyal,Failed,No
TXN02483,CUST0614,1999,UPI,Network Error,18,1,0,Loyal,Recovered,Yes
TXN02484,CUST0882,1499,Wallet,Insufficient Balance,27,0,2,Loyal,Failed,No
TXN02485,CUST0194,499,Wallet,Authentication Failed,22,0,3,Loyal,Recovered,Yes
TXN02486,CUST0226,799,Wallet,Card Declined,22,2,0,Loyal,Failed,No
TXN02487,CUST0941,199,NetBanking,Bank Timeout,26,2,1,Loyal,Recovered,Yes
TXN02488,CUST0927,199,UPI,Authentication Failed,15,5,2,Loyal,Recovered,Yes
TXN02489,CUST0549,2499,NetBanking,Network Error,0,2,2,New,Recovered,Yes
TXN02490,CUST0751,499,Card,Bank Timeout,21,0,2,Loyal,Recovered,Yes
TXN02491,CUST0992,199,NetBanking,Bank Timeout,24,2,2,Loyal,Recovered,Yes
TXN02492,CUST0175,1499,NetBanking,Insufficient Balance,23,2,1,Loyal,Recovered,Yes
TXN02493,CUST0708,499,UPI,Authentication Failed,3,5,0,New,Recovered,Yes
TXN02494,CUST0058,9999,UPI,Bank Timeout,21,1,3,Loyal,Recovered,Yes
TXN02495,CUST0784,999,NetBanking,Authentication Failed,22,3,1,Loyal,Recovered,Yes
TXN02496,CUST0713,299,Wallet,Network Error,14,1,0,Regular,Recovered,Yes
TXN02497,CUST0619,2499,UPI,Bank Timeout,20,1,2,Loyal,Recovered,Yes
TXN02498,CUST0840,499,UPI,Authentication Failed,7,5,0,Regular,Failed,No
TXN02499,CUST0923,9999,Card,Insufficient Balance,7,3,2,Regular,Failed,No
TXN02500,CUST0042,9999,Card,Authentication Failed,2,2,2,New,Recovered,Yes
TXN02501,CUST0832,999,UPI,Card Declined,21,0,1,Loyal,Recovered,Yes
TXN02502,CUST0489,799,NetBanking,Card Declined,4,1,2,New,Recovered,Yes
TXN02503,CUST0560,1499,NetBanking,Authentication Failed,14,3,0,Regular,Failed,No
TXN02504,CUST0669,499,UPI,Insufficient Balance,23,2,2,Loyal,Failed,No
TXN02505,CUST0978,299,Card,Card Declined,4,5,0,New,Failed,No
TXN02506,CUST0075,1499,NetBanking,Network Error,27,3,2,Loyal,Recovered,Yes
TXN02507,CUST0825,1999,UPI,Network Error,3,3,1,New,Failed,No
TXN02508,CUST0404,999,NetBanking,Card Declined,18,3,3,Loyal,Failed,No
TXN02509,CUST0838,9999,UPI,Authentication Failed,13,1,2,Regular,Recovered,Yes
TXN02510,CUST0382,9999,NetBanking,Authentication Failed,12,0,3,Regular,Recovered,Yes
TXN02511,CUST0911,999,Card,Card Declined,23,5,2,Loyal,Recovered,Yes
TXN02512,CUST0248,2499,Wallet,Card Declined,12,2,2,Regular,Recovered,Yes
TXN02513,CUST0902,499,Wallet,Insufficient Balance,26,4,2,Loyal,Failed,No
TXN02514,CUST0772,2499,UPI,Insufficient Balance,6,1,1,Regular,Failed,No
TXN02515,CUST0555,299,Wallet,Card Declined,23,1,3,Loyal,Recovered,Yes
TXN02516,CUST0620,1999,NetBanking,Bank Timeout,12,2,2,Regular,Recovered,Yes
TXN02517,CUST0942,299,Wallet,Bank Timeout,11,1,2,Regular,Recovered,Yes
TXN02518,CUST0125,499,Card,Card Declined,6,1,0,Regular,Failed,No
TXN02519,CUST0079,1499,NetBanking,Bank Timeout,28,1,0,Loyal,Recovered,Yes
TXN02520,CUST0395,1499,Wallet,Bank Timeout,8,1,0,Regular,Recovered,Yes
TXN02521,CUST0671,2499,Card,Authentication Failed,28,2,3,Loyal,Recovered,Yes
TXN02522,CUST0095,299,UPI,Network Error,14,0,1,Regular,Recovered,Yes
TXN02523,CUST0583,4999,Card,Card Declined,27,2,3,Loyal,Recovered,Yes
TXN02524,CUST0557,999,Wallet,Authentication Failed,24,5,0,Loyal,Recovered,Yes
TXN02525,CUST0266,999,NetBanking,Card Declined,7,4,3,Regular,Recovered,Yes
TXN02526,CUST0302,1999,Card,Bank Timeout,3,2,1,New,Failed,No
TXN02527,CUST0273,2499,Card,Card Declined,6,5,0,Regular,Failed,No
TXN02528,CUST0398,799,Card,Authentication Failed,1,5,3,New,Recovered,Yes
TXN02529,CUST0728,299,UPI,Bank Timeout,11,1,1,Regular,Recovered,Yes
TXN02530,CUST0070,1999,NetBanking,Network Error,1,2,0,New,Recovered,Yes
TXN02531,CUST0032,1999,Wallet,Card Declined,15,0,3,Loyal,Recovered,Yes
TXN02532,CUST0990,299,Wallet,Card Declined,4,1,1,New,Failed,No
TXN02533,CUST0502,499,Card,Authentication Failed,0,5,2,New,Failed,No
TXN02534,CUST0917,9999,UPI,Card Declined,19,1,1,Loyal,Recovered,Yes
TXN02535,CUST0411,2499,Card,Insufficient Balance,2,5,3,New,Failed,No
TXN02536,CUST0808,9999,NetBanking,Network Error,27,3,3,Loyal,Recovered,Yes
TXN02537,CUST0912,9999,NetBanking,Bank Timeout,16,1,3,Loyal,Recovered,Yes
TXN02538,CUST0964,999,Card,Card Declined,15,3,1,Loyal,Recovered,Yes
TXN02539,CUST0296,799,NetBanking,Bank Timeout,10,1,3,Regular,Recovered,Yes
TXN02540,CUST0617,999,Card,Network Error,0,4,1,New,Recovered,Yes
TXN02541,CUST0183,9999,Wallet,Authentication Failed,25,5,0,Loyal,Recovered,Yes
TXN02542,CUST0076,1999,NetBanking,Authentication Failed,25,4,3,Loyal,Failed,No
TXN02543,CUST0265,999,Wallet,Authentication Failed,14,5,2,Regular,Failed,No
TXN02544,CUST0193,2499,Card,Network Error,2,3,1,New,Failed,No
TXN02545,CUST0597,4999,Card,Insufficient Balance,8,5,0,Regular,Failed,No
TXN02546,CUST0542,9999,UPI,Bank Timeout,29,0,3,Loyal,Recovered,Yes
TXN02547,CUST0915,1499,UPI,Insufficient Balance,6,1,1,Regular,Recovered,Yes
TXN02548,CUST0556,2499,UPI,Authentication Failed,17,1,2,Loyal,Recovered,Yes
TXN02549,CUST0921,1499,NetBanking,Bank Timeout,28,3,3,Loyal,Recovered,Yes
TXN02550,CUST0581,2499,NetBanking,Insufficient Balance,29,1,0,Loyal,Recovered,Yes
TXN02551,CUST0620,1999,Wallet,Insufficient Balance,15,3,1,Loyal,Failed,No
TXN02552,CUST0135,299,NetBanking,Network Error,23,5,3,Loyal,Recovered,Yes
TXN02553,CUST0145,499,NetBanking,Insufficient Balance,30,2,3,Loyal,Failed,No
TXN02554,CUST0295,9999,UPI,Bank Timeout,3,5,2,New,Recovered,Yes
TXN02555,CUST0702,199,Wallet,Bank Timeout,8,1,1,Regular,Recovered,Yes
TXN02556,CUST0271,1499,NetBanking,Network Error,27,0,0,Loyal,Recovered,Yes
TXN02557,CUST0159,1999,UPI,Authentication Failed,16,0,1,Loyal,Recovered,Yes
TXN02558,CUST0594,999,UPI,Bank Timeout,27,3,0,Loyal,Recovered,Yes
TXN02559,CUST0763,299,NetBanking,Bank Timeout,0,2,1,New,Failed,No
TXN02560,CUST0499,1499,UPI,Card Declined,3,5,2,New,Recovered,Yes
TXN02561,CUST0030,999,NetBanking,Card Declined,19,4,1,Loyal,Recovered,Yes
TXN02562,CUST0326,9999,NetBanking,Card Declined,30,4,2,Loyal,Failed,No
TXN02563,CUST0740,9999,NetBanking,Authentication Failed,3,3,0,New,Recovered,Yes
TXN02564,CUST0148,2499,Card,Insufficient Balance,15,0,3,Loyal,Recovered,Yes
TXN02565,CUST0516,9999,Wallet,Insufficient Balance,14,0,2,Regular,Recovered,Yes
TXN02566,CUST0925,299,UPI,Bank Timeout,5,0,3,Regular,Recovered,Yes
TXN02567,CUST0496,799,Card,Insufficient Balance,5,4,0,Regular,Recovered,Yes
TXN02568,CUST0066,799,Wallet,Bank Timeout,4,4,2,New,Failed,No
TXN02569,CUST0400,299,Wallet,Insufficient Balance,12,4,1,Regular,Failed,No
TXN02570,CUST0236,999,Card,Card Declined,29,4,1,Loyal,Recovered,Yes
TXN02571,CUST0036,4999,Card,Card Declined,15,4,3,Loyal,Failed,No
TXN02572,CUST0833,999,Wallet,Authentication Failed,20,0,3,Loyal,Failed,No
TXN02573,CUST0202,4999,UPI,Authentication Failed,21,4,0,Loyal,Recovered,Yes
TXN02574,CUST0680,4999,Card,Authentication Failed,27,4,2,Loyal,Recovered,Yes
TXN02575,CUST0738,199,UPI,Card Declined,9,2,1,Regular,Recovered,Yes
TXN02576,CUST0266,299,UPI,Bank Timeout,16,2,2,Loyal,Recovered,Yes
TXN02577,CUST0851,199,Wallet,Card Declined,24,4,3,Loyal,Failed,No
TXN02578,CUST0265,9999,UPI,Bank Timeout,29,2,0,Loyal,Recovered,Yes
TXN02579,CUST0151,999,NetBanking,Authentication Failed,2,5,1,New,Recovered,Yes
TXN02580,CUST0910,999,NetBanking,Bank Timeout,6,4,2,Regular,Recovered,Yes
TXN02581,CUST0378,199,Card,Authentication Failed,14,4,2,Regular,Recovered,Yes
TXN02582,CUST0541,199,Wallet,Card Declined,19,1,0,Loyal,Failed,No
TXN02583,CUST0406,999,Card,Network Error,10,1,0,Regular,Recovered,Yes
TXN02584,CUST0302,2499,Wallet,Network Error,10,0,2,Regular,Recovered,Yes
TXN02585,CUST0049,799,Card,Card Declined,17,0,0,Loyal,Recovered,Yes
TXN02586,CUST0233,1999,NetBanking,Authentication Failed,10,0,1,Regular,Failed,No
TXN02587,CUST0350,299,NetBanking,Insufficient Balance,26,3,2,Loyal,Failed,No
TXN02588,CUST0726,2499,Wallet,Insufficient Balance,8,2,2,Regular,Recovered,Yes
TXN02589,CUST0664,2499,Wallet,Card Declined,7,1,1,Regular,Failed,No
TXN02590,CUST0621,1499,Card,Bank Timeout,24,5,1,Loyal,Recovered,Yes
TXN02591,CUST0501,999,NetBanking,Insufficient Balance,22,5,0,Loyal,Recovered,Yes
TXN02592,CUST0621,1499,NetBanking,Authentication Failed,17,3,0,Loyal,Recovered,Yes
TXN02593,CUST0602,199,Card,Network Error,30,1,1,Loyal,Recovered,Yes
TXN02594,CUST0906,299,Card,Card Declined,21,0,1,Loyal,Recovered,Yes
TXN02595,CUST0477,299,UPI,Card Declined,9,4,3,Regular,Failed,No
TXN02596,CUST0062,199,UPI,Card Declined,11,1,2,Regular,Recovered,Yes
TXN02597,CUST0345,299,Card,Card Declined,0,3,0,New,Recovered,Yes
TXN02598,CUST0580,199,Wallet,Bank Timeout,29,4,3,Loyal,Failed,No
TXN02599,CUST0135,499,Wallet,Network Error,23,4,3,Loyal,Failed,No
TXN02600,CUST0574,799,Wallet,Authentication Failed,13,0,0,Regular,Recovered,Yes
TXN02601,CUST0442,199,UPI,Card Declined,17,4,0,Loyal,Recovered,Yes
TXN02602,CUST0267,999,Card,Insufficient Balance,21,4,1,Loyal,Failed,No
TXN02603,CUST0464,1499,UPI,Bank Timeout,2,3,0,New,Failed,No
TXN02604,CUST0175,9999,UPI,Card Declined,8,2,1,Regular,Failed,No
TXN02605,CUST0148,799,NetBanking,Insufficient Balance,4,1,0,New,Failed,No
TXN02606,CUST0119,1499,Card,Bank Timeout,25,0,0,Loyal,Recovered,Yes
TXN02607,CUST0667,9999,UPI,Network Error,28,3,1,Loyal,Recovered,Yes
TXN02608,CUST0151,199,NetBanking,Network Error,11,4,0,Regular,Recovered,Yes
TXN02609,CUST0729,4999,NetBanking,Bank Timeout,3,1,1,New,Recovered,Yes
TXN02610,CUST0977,499,NetBanking,Network Error,7,2,2,Regular,Recovered,Yes
TXN02611,CUST0822,4999,Card,Bank Timeout,2,5,0,New,Failed,No
TXN02612,CUST0053,299,Card,Bank Timeout,9,2,2,Regular,Failed,No
TXN02613,CUST0006,199,NetBanking,Bank Timeout,20,2,1,Loyal,Failed,No
TXN02614,CUST0582,799,Card,Bank Timeout,2,3,2,New,Failed,No
TXN02615,CUST0960,999,Card,Insufficient Balance,7,0,1,Regular,Failed,No
TXN02616,CUST0580,799,Wallet,Card Declined,25,5,0,Loyal,Recovered,Yes
TXN02617,CUST0944,4999,Card,Authentication Failed,9,2,3,Regular,Failed,No
TXN02618,CUST0435,999,Wallet,Network Error,2,4,3,New,Recovered,Yes
TXN02619,CUST0807,9999,UPI,Insufficient Balance,12,0,2,Regular,Failed,No
TXN02620,CUST0277,9999,Wallet,Network Error,14,3,1,Regular,Recovered,Yes
TXN02621,CUST0893,799,UPI,Card Declined,19,3,1,Loyal,Recovered,Yes
TXN02622,CUST0284,1499,UPI,Bank Timeout,21,1,1,Loyal,Recovered,Yes
TXN02623,CUST0827,9999,Card,Card Declined,28,4,0,Loyal,Failed,No
TXN02624,CUST0069,1499,Card,Bank Timeout,7,3,2,Regular,Recovered,Yes
TXN02625,CUST0605,2499,Card,Network Error,18,2,1,Loyal,Failed,No
TXN02626,CUST0956,4999,NetBanking,Network Error,29,5,2,Loyal,Failed,No
TXN02627,CUST0276,2499,UPI,Authentication Failed,3,5,0,New,Failed,No
TXN02628,CUST0104,2499,Card,Network Error,16,0,1,Loyal,Recovered,Yes
TXN02629,CUST0523,9999,Wallet,Network Error,16,0,0,Loyal,Recovered,Yes
TXN02630,CUST0764,2499,UPI,Insufficient Balance,28,0,2,Loyal,Recovered,Yes
TXN02631,CUST0907,799,NetBanking,Bank Timeout,29,0,0,Loyal,Recovered,Yes
TXN02632,CUST0171,1499,UPI,Network Error,2,1,3,New,Recovered,Yes
TXN02633,CUST0783,4999,NetBanking,Card Declined,11,4,0,Regular,Failed,No
TXN02634,CUST0212,2499,Card,Network Error,24,1,1,Loyal,Recovered,Yes
TXN02635,CUST0884,9999,Card,Insufficient Balance,24,0,2,Loyal,Recovered,Yes
TXN02636,CUST0160,2499,UPI,Card Declined,6,1,0,Regular,Recovered,Yes
TXN02637,CUST0088,9999,Wallet,Network Error,8,0,3,Regular,Recovered,Yes
TXN02638,CUST0138,199,UPI,Card Declined,4,1,1,New,Failed,No
TXN02639,CUST0155,799,Card,Bank Timeout,8,4,1,Regular,Failed,No
TXN02640,CUST0004,9999,Card,Network Error,19,0,0,Loyal,Recovered,Yes
TXN02641,CUST0195,299,Card,Bank Timeout,25,1,1,Loyal,Recovered,Yes
TXN02642,CUST0821,1499,Wallet,Network Error,30,2,0,Loyal,Failed,No
TXN02643,CUST0749,1499,Wallet,Bank Timeout,11,3,0,Regular,Recovered,Yes
TXN02644,CUST0159,199,Wallet,Authentication Failed,2,0,1,New,Recovered,Yes
TXN02645,CUST0125,9999,UPI,Card Declined,7,1,1,Regular,Recovered,Yes
TXN02646,CUST0188,1499,Card,Card Declined,11,0,3,Regular,Failed,No
TXN02647,CUST0327,9999,UPI,Insufficient Balance,8,5,1,Regular,Failed,No
TXN02648,CUST0347,4999,Wallet,Network Error,25,2,1,Loyal,Recovered,Yes
TXN02649,CUST0346,9999,Wallet,Network Error,19,4,2,Loyal,Recovered,Yes
TXN02650,CUST0904,999,UPI,Network Error,19,4,0,Loyal,Recovered,Yes
TXN02651,CUST0361,199,Card,Network Error,17,3,2,Loyal,Recovered,Yes
TXN02652,CUST0438,199,UPI,Network Error,19,1,1,Loyal,Recovered,Yes
TXN02653,CUST0767,1999,Card,Bank Timeout,4,1,2,New,Recovered,Yes
TXN02654,CUST0982,2499,UPI,Bank Timeout,29,0,0,Loyal,Recovered,Yes
TXN02655,CUST0786,199,NetBanking,Card Declined,5,5,2,Regular,Failed,No
TXN02656,CUST0801,199,UPI,Insufficient Balance,9,4,0,Regular,Failed,No
TXN02657,CUST0746,199,Card,Network Error,13,0,1,Regular,Recovered,Yes
TXN02658,CUST0440,299,Wallet,Network Error,7,5,3,Regular,Recovered,Yes
TXN02659,CUST0499,1499,UPI,Authentication Failed,4,1,0,New,Recovered,Yes
TXN02660,CUST0351,799,Card,Bank Timeout,23,3,3,Loyal,Recovered,Yes
TXN02661,CUST0593,2499,UPI,Network Error,24,1,0,Loyal,Recovered,Yes
TXN02662,CUST0076,799,Card,Insufficient Balance,6,0,1,Regular,Failed,No
TXN02663,CUST0444,199,Card,Card Declined,19,4,2,Loyal,Recovered,Yes
TXN02664,CUST0360,199,NetBanking,Authentication Failed,17,3,2,Loyal,Failed,No
TXN02665,CUST0878,199,UPI,Bank Timeout,10,1,0,Regular,Recovered,Yes
TXN02666,CUST0939,999,NetBanking,Insufficient Balance,0,0,0,New,Recovered,Yes
TXN02667,CUST0484,1999,Wallet,Bank Timeout,21,1,0,Loyal,Recovered,Yes
TXN02668,CUST0979,499,Card,Bank Timeout,17,0,2,Loyal,Recovered,Yes
TXN02669,CUST0458,1999,Card,Card Declined,21,2,1,Loyal,Recovered,Yes
TXN02670,CUST0755,1499,Wallet,Network Error,2,1,3,New,Recovered,Yes
TXN02671,CUST0689,1499,Wallet,Network Error,12,3,1,Regular,Failed,No
TXN02672,CUST0094,2499,Wallet,Bank Timeout,15,3,0,Loyal,Recovered,Yes
TXN02673,CUST0924,1499,NetBanking,Authentication Failed,13,3,1,Regular,Failed,No
TXN02674,CUST0603,299,Wallet,Card Declined,25,3,3,Loyal,Failed,No
TXN02675,CUST0529,499,Wallet,Bank Timeout,17,4,1,Loyal,Recovered,Yes
TXN02676,CUST0492,9999,Wallet,Bank Timeout,2,0,0,New,Recovered,Yes
TXN02677,CUST0420,199,Card,Bank Timeout,12,0,2,Regular,Failed,No
TXN02678,CUST0693,1999,Card,Bank Timeout,24,4,0,Loyal,Recovered,Yes
TXN02679,CUST0644,4999,UPI,Network Error,15,5,1,Loyal,Recovered,Yes
TXN02680,CUST0600,199,Wallet,Authentication Failed,30,0,2,Loyal,Recovered,Yes
TXN02681,CUST0214,199,NetBanking,Network Error,5,1,2,Regular,Recovered,Yes
TXN02682,CUST0801,2499,Card,Card Declined,29,4,1,Loyal,Failed,No
TXN02683,CUST0313,1999,Wallet,Authentication Failed,13,2,0,Regular,Failed,No
TXN02684,CUST0431,799,Card,Authentication Failed,7,4,2,Regular,Failed,No
TXN02685,CUST0582,9999,UPI,Insufficient Balance,17,3,1,Loyal,Failed,No
TXN02686,CUST0844,9999,Wallet,Network Error,19,2,1,Loyal,Recovered,Yes
TXN02687,CUST0690,9999,UPI,Card Declined,12,1,1,Regular,Recovered,Yes
TXN02688,CUST0128,799,NetBanking,Bank Timeout,23,4,3,Loyal,Failed,No
TXN02689,CUST0312,4999,NetBanking,Card Declined,14,1,1,Regular,Recovered,Yes
TXN02690,CUST0555,799,NetBanking,Insufficient Balance,13,3,3,Regular,Failed,No
TXN02691,CUST0449,1999,UPI,Network Error,15,1,0,Loyal,Recovered,Yes
TXN02692,CUST0322,2499,NetBanking,Authentication Failed,22,0,2,Loyal,Recovered,Yes
TXN02693,CUST0598,4999,Card,Authentication Failed,25,3,1,Loyal,Recovered,Yes
TXN02694,CUST0844,1499,Wallet,Card Declined,5,2,2,Regular,Recovered,Yes
TXN02695,CUST0656,299,NetBanking,Authentication Failed,14,4,2,Regular,Recovered,Yes
TXN02696,CUST0680,999,Wallet,Card Declined,17,3,3,Loyal,Recovered,Yes
TXN02697,CUST0160,2499,UPI,Network Error,0,1,3,New,Recovered,Yes
TXN02698,CUST0111,9999,Wallet,Bank Timeout,30,3,3,Loyal,Recovered,Yes
TXN02699,CUST0294,2499,Wallet,Bank Timeout,28,2,1,Loyal,Recovered,Yes
TXN02700,CUST0514,2499,NetBanking,Insufficient Balance,9,2,3,Regular,Failed,No
TXN02701,CUST0061,1999,UPI,Insufficient Balance,9,5,2,Regular,Failed,No
TXN02702,CUST0851,2499,Wallet,Insufficient Balance,26,2,3,Loyal,Recovered,Yes
TXN02703,CUST0283,999,Wallet,Card Declined,14,5,2,Regular,Failed,No
TXN02704,CUST0453,2499,Wallet,Network Error,29,4,2,Loyal,Failed,No
TXN02705,CUST0925,4999,UPI,Insufficient Balance,26,0,0,Loyal,Recovered,Yes
TXN02706,CUST0330,2499,Card,Card Declined,11,1,2,Regular,Failed,No
TXN02707,CUST0414,4999,Wallet,Insufficient Balance,24,2,3,Loyal,Recovered,Yes
TXN02708,CUST0968,799,NetBanking,Network Error,7,0,0,Regular,Recovered,Yes
TXN02709,CUST0892,499,Card,Insufficient Balance,9,2,2,Regular,Failed,No
TXN02710,CUST0203,9999,Wallet,Card Declined,18,4,2,Loyal,Recovered,Yes
TXN02711,CUST0105,799,NetBanking,Insufficient Balance,3,5,3,New,Recovered,Yes
TXN02712,CUST0408,199,UPI,Insufficient Balance,22,2,2,Loyal,Failed,No
TXN02713,CUST0509,999,NetBanking,Network Error,5,5,0,Regular,Recovered,Yes
TXN02714,CUST0017,799,NetBanking,Network Error,0,4,3,New,Recovered,Yes
TXN02715,CUST0711,1499,UPI,Insufficient Balance,27,3,1,Loyal,Failed,No
TXN02716,CUST0246,4999,UPI,Authentication Failed,25,4,3,Loyal,Recovered,Yes
TXN02717,CUST0599,1999,Card,Bank Timeout,26,2,1,Loyal,Recovered,Yes
TXN02718,CUST0817,199,UPI,Network Error,6,0,1,Regular,Failed,No
TXN02719,CUST0425,999,Card,Card Declined,3,1,2,New,Failed,No
TXN02720,CUST0207,799,Wallet,Insufficient Balance,9,4,3,Regular,Failed,No
TXN02721,CUST0006,199,Wallet,Bank Timeout,28,0,2,Loyal,Recovered,Yes
TXN02722,CUST0255,9999,UPI,Card Declined,26,1,3,Loyal,Failed,No
TXN02723,CUST0504,499,Card,Insufficient Balance,4,0,1,New,Failed,No
TXN02724,CUST0079,799,NetBanking,Insufficient Balance,12,5,3,Regular,Failed,No
TXN02725,CUST0717,1499,UPI,Authentication Failed,17,5,0,Loyal,Recovered,Yes
TXN02726,CUST0118,9999,UPI,Insufficient Balance,0,3,3,New,Recovered,Yes
TXN02727,CUST0809,299,Card,Authentication Failed,17,2,2,Loyal,Recovered,Yes
TXN02728,CUST0441,1499,UPI,Bank Timeout,18,4,1,Loyal,Recovered,Yes
TXN02729,CUST0211,799,Card,Network Error,28,1,3,Loyal,Recovered,Yes
TXN02730,CUST0796,799,UPI,Insufficient Balance,26,4,3,Loyal,Failed,No
TXN02731,CUST0582,299,Card,Bank Timeout,14,1,0,Regular,Recovered,Yes
TXN02732,CUST0350,499,Card,Card Declined,2,1,0,New,Recovered,Yes
TXN02733,CUST0880,499,UPI,Network Error,11,5,1,Regular,Failed,No
TXN02734,CUST0369,499,Card,Authentication Failed,17,1,1,Loyal,Recovered,Yes
TXN02735,CUST0890,199,NetBanking,Bank Timeout,17,4,2,Loyal,Failed,No
TXN02736,CUST0360,9999,Wallet,Bank Timeout,17,5,1,Loyal,Recovered,Yes
TXN02737,CUST0202,199,Card,Insufficient Balance,3,1,0,New,Recovered,Yes
TXN02738,CUST0442,1499,UPI,Bank Timeout,9,1,1,Regular,Failed,No
TXN02739,CUST0727,9999,NetBanking,Network Error,10,0,2,Regular,Recovered,Yes
TXN02740,CUST0692,1499,Wallet,Authentication Failed,23,1,1,Loyal,Failed,No
TXN02741,CUST0809,1999,Card,Bank Timeout,8,3,2,Regular,Failed,No
TXN02742,CUST0721,999,Card,Network Error,18,5,0,Loyal,Recovered,Yes
TXN02743,CUST0535,1999,Wallet,Insufficient Balance,8,2,0,Regular,Failed,No
TXN02744,CUST0100,999,NetBanking,Insufficient Balance,11,5,1,Regular,Recovered,Yes
TXN02745,CUST0218,999,Card,Card Declined,28,4,0,Loyal,Recovered,Yes
TXN02746,CUST0974,299,NetBanking,Bank Timeout,1,5,2,New,Failed,No
TXN02747,CUST0571,1999,Wallet,Network Error,9,4,1,Regular,Failed,No
TXN02748,CUST0553,2499,Wallet,Bank Timeout,1,2,2,New,Recovered,Yes
TXN02749,CUST0445,999,Card,Card Declined,28,2,2,Loyal,Failed,No
TXN02750,CUST0428,799,NetBanking,Insufficient Balance,14,5,2,Regular,Recovered,Yes
TXN02751,CUST0424,9999,Wallet,Card Declined,29,1,1,Loyal,Failed,No
TXN02752,CUST0648,2499,UPI,Bank Timeout,28,1,0,Loyal,Recovered,Yes
TXN02753,CUST0869,999,UPI,Bank Timeout,8,1,2,Regular,Recovered,Yes
TXN02754,CUST0189,9999,UPI,Authentication Failed,10,0,0,Regular,Recovered,Yes
TXN02755,CUST0790,9999,NetBanking,Card Declined,30,0,0,Loyal,Recovered,Yes
TXN02756,CUST0887,499,Card,Authentication Failed,2,4,3,New,Failed,No
TXN02757,CUST0388,1499,UPI,Card Declined,18,5,2,Loyal,Recovered,Yes
TXN02758,CUST0534,999,NetBanking,Insufficient Balance,25,2,0,Loyal,Failed,No
